"","id","title","description","short_title","short_desc","vid_created"
"142","xM8qVuc32Rc","Roger Goodell (Extended Web Exclusive): Last Week Tonight with John Oliver (HBO)","Roger Goodell spoke about the NFL’s recent controversies. And he spoke badly.
Boo this man. [ghost emoji]
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
 
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
 
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
 
Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Roger Goodell (Extended Web Exclusive)","Roger Goodell spoke about the NFL’s recent controversies. And he spoke badly",2014-09-22
"143","oDPCmmZifE8","Miss America Pageant: Last Week Tonight with John Oliver (HBO)","The Miss America Pageant…how is this still a thing?
They claim to give more scholarships to women than any other organization, and, unfortunately, they’re right.
To illustrate these problems, John Oliver stages his own pageant with the help of Kathy Griffin.

Here are the links to the women's scholarship funds that John mentioned on air:
Society of Women Engineers: http://societyofwomenengineers.swe.org/
Jeanette Rankin Women’s Scholarship Fund: www.rankinfoundation.org
Patsy Mink Foundation: www.patsyminkfoundation.org
 
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
 
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
 
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
 
Visit our official site for all that other stuff at once:
http://www.hbo.com/last-week-tonight-with-john-oliver","Miss America Pageant","The Miss America Pageant…how is this still a thing",2014-09-22
"144","xAnw2atT628","Step Up, Peru: Last Week Tonight with John Oliver (HBO)","ISIS is rapidly spreading throughout the Middle East. 
One country needs to step up and take action.
Get on it, Peru. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Step Up, Peru","ISIS is rapidly spreading throughout the Middle East.",2014-09-15
"145","-YkLPxQp_y0","Scottish Independence: Last Week Tonight with John Oliver (HBO)","Scotland is about to vote on whether to secede from the UK.
There are solid arguments on both sides.
But none of that makes bagpipes good to listen to…or does it?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Scottish Independence","Scotland is about to vote on whether to secede from the UK",2014-09-15
"146","P8pjd1QEA0c","Student Debt: Last Week Tonight with John Oliver (HBO)","John Oliver discusses student debt, which is awful, as well as for-profit colleges, who are awfully good at inflicting debt upon us.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Student Debt","John Oliver discusses student debt, which is awful, as well as for-profit colleges, who are awfully good at inflicting debt upon us",2014-09-08
"147","HNPRad65-Kg","#GoodbyeGeckos: Last Week Tonight with John Oliver (HBO)","The Russian space sex geckos have died. John Oliver enlists the band A Great Big World to help him pay tribute to the sacrifice they made for science with their song “Say Something.”

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","#GoodbyeGeckos","The Russian space sex geckos have died. John Oliver enlists the band A Great Big World to help him pay tribute to the sacrifice they made for science with their song “Say Something.",2014-09-08
"148","InSJBzZr414","Cookie Monster's Ideas (Web Exclusive): Last Week Tonight With John Oliver","Cookie Monster has a few ideas to share with John Oliver.
John just wants you to watch their special news report on words, which can be found here: 
http://youtu.be/iLi2xB82ZyI

Filmed in collaboration with Mashable.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Cookie Monster's Ideas (Web Exclusive)","Cookie Monster has a few ideas to share with John Oliver",2014-09-02
"149","PsB1e-1BB4Y","Wage Gap: Last Week Tonight with John Oliver (HBO)","John Oliver explores America's wage gap between men and women and proposes a possible solution. 
Note: Solution proposed is 100% sarcastic.","Wage Gap","John Oliver explores America's wage gap between men and women and proposes a possible solution.",2014-08-25
"150","fYWtbMb8Fhw","John Oliver Literally Destroys Piñatas (Web Exclusive): Last Week Tonight with John Oliver","Watch John Oliver deliver an epic takedown of piñatas.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","John Oliver Literally Destroys Piñatas (Web Exclusive)","Watch John Oliver deliver an epic takedown of piñatas",2014-08-25
"151","KUdHIatS36A","Ferguson, MO and Police Militarization: Last Week Tonight with John Oliver (HBO)","In the wake of the shooting of Michael Brown in Ferguson, MO, John Oliver explores the racial inequality in treatment by police as well as the increasing militarization of America’s local police forces.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Ferguson, MO and Police Militarization","In the wake of the shooting of Michael Brown in Ferguson, MO, John Oliver explores the racial inequality in treatment by police as well as the increasing militarization of America’s local police forces",2014-08-18
"152","knbw0gJHHBk","Fan Mail Vol. 1 (Web Exclusive): Last Week Tonight with John Oliver","John Oliver reads fan mail, but because no one sends mail anymore, it’s all from YouTube comments.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Fan Mail Vol. 1 (Web Exclusive)","John Oliver reads fan mail, but because no one sends mail anymore, it’s all from YouTube comments",2014-09-01
"153","PDylgzybWAw","Predatory Lending: Last Week Tonight with John Oliver (HBO)","Payday loans put a staggering amount of Americans in debt. They prey on the elderly and military service members. They’re awful, and nearly impossible to regulate. We’ve recruited Sarah Silverman to help spread the word about how to avoid falling into their clutches.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight
Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight
Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight
Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Predatory Lending","Payday loans put a staggering amount of Americans in debt. They prey on the elderly and military service members. They’re awful, and nearly impossible to regulate. We’ve recruited Sarah Silverman to help spread the word about how to avoid falling into their clutches",2014-08-11
"154","E_F5GxCwizc","Native Advertising: Last Week Tonight with John Oliver (HBO)","The line between editorial content and advertising in news media is blurrier and blurrier. That's not bullshit. It's repurposed bovine waste.","Native Advertising","The line between editorial content and advertising in news media is blurrier and blurrier. That's not bullshit. It's repurposed bovine waste",2014-08-04
"155","44fCfJQV7yQ","New York's Port Authority: Last Week Tonight with John Oliver (HBO)","Locked in a dispute with Fishs Eddy, New York's Port Authority wants to regain control of its own image. John Oliver wants to help them make it happen.","New York's Port Authority","Locked in a dispute with Fishs Eddy, New York's Port Authority wants to regain control of its own image. John Oliver wants to help them make it happen",2014-08-04
"156","iFaRkscKn_Y","#WeGotThoseGeckos: Last Week Tonight with John Oliver (Web Exclusive)","Last week on Last Week Tonight, John Oliver told us to tell Vladimir Putin to #GoGetThoseGeckos. This week, there's some good news...#WeGotThoseGeckos.","#WeGotThoseGeckos","Last week on Last Week Tonight, John Oliver told us to tell Vladimir Putin to #GoGetThoseGeckos. This week, there's some good news...#WeGotThoseGeckos",2014-08-04
